Country Name,Country Code,Country Code,Region,IncomeGroup,Sub-Region,HAZARD & EXPOSURE,VULNERABILITY,LACK OF COPING CAPACITY,EPIDEMIC INFORM RISK,EPIDEMIC RISK CLASS,is_air_dprt_2018,SH_DTH_COMM_ZS_2016,IQ_CPA_ECON_XQ_2018,IQ_CPA_SOCI_XQ_2018,IQ_CPA_PUBS_XQ_2018,SH_STA_DIAB_ZS_2019,SL_AGR_EMPL_FE_ZS_2019,SL_AGR_EMPL_MA_ZS_2019,SL_EMP_VULN_ZS_2019,SL_IND_EMPL_MA_ZS_2019,SL_SRV_EMPL_FE_ZS_2019,SL.SRV.EMPL.MA.ZS_2019,IT.NET.BBND.P2_2018,IT.MLT.MAIN.P2_2018,NY.GDP.MKTP.KD.ZG_2018,NY.GDP.PCAP.CD_2018,NY.GDP.PCAP.KD.ZG_2018,NY.GNP.MKTP.PP.CD_2018,NY.GNS.ICTR.ZS_2018,SH.MED.BEDS.ZS_2015,NY.GNP.PCAP.PP.CD_2018,ST.INT.XPND.MP.ZS_2018,ST.INT.RCPT.XP.ZS_2018,SL.TLF.TOTL.IN_2019,IT.CEL.SETS.P2_2018,SM.POP.NETM_2017,BX.TRF.PWKR.CD.DT_2018,SP.POP.0014.TO.ZS_2018,SP.POP.1564.TO.ZS_2018,SP.POP.65UP.TO.ZS_2018,EN.POP.DNST_2018,EN.URB.LCTY.UR.ZS_2018,EN.POP.SLUM.UR.ZS_2014,SP.POP.TOTL_2018,SI.POV.GAPS_2018,SI.POV.DDAY_2018,IS.RRS.TOTL.KM_2018,SM.POP.REFG_2018,SP.URB.TOTL.IN.ZS_2018,SL.EMP.WORK.FE.ZS_2019,SL.EMP.WORK.MA.ZS_2019,pop_basic_san_tot%_2017,pop_basic_san_urb%_2017,pop_basic_san_rur%_2017,pop_safe_man_san_tot%_2017,pop_safe_man_san_urb%_2017,pop_safe_man_san_rur%_2017,chw_#,gov_health_exp%,pop_bas_hnd_wash_fac%_tot_2017,pop_bas_hnd_wash_fac%_urb_2017,pop_bas_hnd_wash_fac%_rur_2017,hos.beds.per10k.#,med_path_lab_sci#,med_path_lab_tech#,doc_per10k#,doc_#,gen_med_prac#,spec_med_prac#,med_doc#,nur_mid_wife_per10k#,nurse#,skl_health_pro_per10k#,C.1.1,C.1.2,C.1.3,C.2.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,Urban population growth (annual %),Population living in urban areas (%),Proportion of population with basic handwashing facilities on premises (% of population),Population living in slums (% of urban population),Children under 5 (% of population),GCRI Violent Conflict probability,GCRI Highly Violent Conflict probability,Human Development Index,Multidimensional Poverty Index,Humanitarian Aid (FTS),Development Aid (ODA),Net ODA received (% of GNI),Volume of remittances (in USD) as a proportion of total GDP (%),"Mortality rate, under-5",Incidence of Tuberculosis,Estimated number of people living with HIV - Adult (>15) rate,"Number of new HIV infections per 1,000 uninfected population","Malaria incidence per 1,000 population at risk",Number of people requiring interventions against neglected tropical diseases,Gender Inequality Index,Income Gini coefficient,People affected by Natural Disasters,People affected by Natural Disasters,People affected by Natural Disasters,Internally displaced persons (IDPs),Refugees and asylum-seekers by country of asylum,Returned Refugees,Average Dietary Energy Supply Adequacy,Prevalence of Undernourishment,Government Effectiveness,Corruption Perception Index,Access to electricity,Adult literacy rate,Individuals using the Internet,Mobile cellular subscriptions,People using at least basic sanitation services (% of population),People using at least basic drinking water services (% of population),Physicians Density,Current health expenditure per capita,GDP per capita (current US$),Total Population,"Air transport, passengers carried","International tourism, number of arrivals",IHR capacity score: Points of entry,Access to Cities,Public trust in politicians,1+ underlying conditions plus 0 conditions (65+ yrs),Humanitarian Aid (FTS),Gender Inequality Index
India,IND,IND,South Asia,Lower middle income,Southern Asia,4.9,5.4,3.4,4.5,Medium,1200111.363,26,,,,10.4,54.53900146,39.32699966,74.26999855,27.58300018,27.85700035,33.09000015,1.343296766,1.616701793,6.811369326,2009.978857,5.709116885,1.04E+13,30.94069772,,7680,4.011135266,5.42657307,494261397,86.94256319,-2663434,78790170929,27.05330185,66.7667425,6.179955649,454.9380726,6.194644752,24,1352617328,,,68443,195891,34.03,23.38800049,23.79700089,60,72,53,,,39,970676,5.05,60,80,49,7,500000,,8.571,1159309,,,1159309,17.271,2336204,28.52,100,60,80,100,80,100,100,100,80,80,80,40,20,40,80,80,80,80,2.31,34.03,59.55,35.4,8.55,0.98,0.66,0.65,0.12,131.13,2248.58,0.09,2.90,36.6,204,0.3,0.15,7.66,515659927,0.50,35.70,22395195,32361348,23200928,479000,207848,0,109,14.5,0.28,41,92.6,74.37,34.45,86.9,59.5,92.7,7.78,241.48,2016,1366417756,164035638,15543000,80.0,79.82,4.19,24,131.13,0.50
Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,South-Eastern Asia,4.7,4.8,4.1,4.5,Medium,959307.381,20.7,,,,6.3,26.49500084,30.02400017,47.8949995,25.97500038,56.47800064,44.00099945,3.315312884,3.102138512,5.171270328,3893.596078,3.985604226,3.39E+12,31.62599734,1.2,12670,5.377956136,7.473858707,134776692,119.3387219,-494777,11215344812,26.55119731,67.59163708,5.857165613,147.7521901,7.101962764,21.8,267663435,0.7,4.6,,10793,55.325,41.29399872,53.19599915,73,80,65,,,,,5.73,64,72,55,12,164,25215,4.269,114271,59847,53671,753,24.149,409950,15.54,80,80,80,60,100,80,80,80,80,60,60,80,60,60,80,80,80,40,2.34,55.33,64.20,30.9,8.85,0.97,0.77,0.71,0.03,914.55,1084.08,0.09,1.08,25.0,319,0.4,0.32,5.80,100463258,0.45,38.10,534836,1134650,916757,16000,14016,0,126,8.3,0.18,40,98.1,95.66,39.90,119.3,73.1,89.3,3.78,362.72,3894,270625567,115154101,14040000,80.0,1.83,3.70,24,914.55,0.45
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Upper middle income,Southern Asia,3.9,5.3,3.1,4,Medium,228803.6158,7.9,,,,9.6,20.79299927,17.32699966,41.42499971,31.89800072,54.66199875,50.77500153,11.98789788,37.26364785,3.755187367,5627.749268,2.327694199,1.70E+12,,,21050,,,27903119,108.4623938,-274998,1330000000,24.47655866,69.33886753,6.184573806,50.22242012,14.52002076,,81800269,,,9306,979435,74.898,56.69800186,54.35400009,88,92,79,,,,25242,17.53,,,,15,,7930,15.844,129604,86300,43304,,4.427,0,30.42,100,100,100,60,100,60,100,80,100,100,100,100,100,100,80,80,40,100,2.06,74.90,,23.9,9.15,0.80,0.34,0.80,,574.85,131.00,0.03,0.29,14.4,14,0.1,0.09,0.07,31,0.49,40.00,213382,26148,10026280,0,979468,8,131,4.9,-0.43,26,100.0,85.54,70.00,108.5,88.4,95.2,11.40,1563.75,5628,82913893,25604871,4867000,40.0,1.27,3.45,23,574.85,0.49
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,Western Asia,4.3,5.8,4.6,4.9,Medium,21071,16.8,,,,8.8,17.48999977,18.17300034,19.79299974,23.70400047,71.65399933,58.12400055,11.68854336,7.038185338,-0.562745503,5834.166211,-2.841642694,6.61E+11,20.0769819,,17210,13.81074618,2.160322939,10475789,95.04015497,39171,741700000,38.3865654,58.28983494,3.323599663,88.53057004,25.14999735,47.2,38433600,,,,283022,70.473,90.51799774,76.03700256,94,97,88,41,39,45,,6.46,95,96,90,14,,85,7.079,27208,5521,,21687,20.448,78588,26.64,60,40,20,60,80,20,20,100,80,80,100,100,100,40,100,40,60,0,2.60,70.47,94.58,46.4,13.67,0.99,0.86,0.69,0.03,22241.21,1961.14,1.04,0.33,26.7,42,,,0.00,2170486,0.54,29.50,5969,25000,5865,1414632,292673,63,109,29.0,-1.32,20,100.0,50.14,75.00,95.0,94.1,96.5,8.22,493.72,5878,39309789,2075066,,80.0,3.81,,18,22241.21,0.54
Ireland,IRL,IRL,Europe & Central Asia,High income: OECD,Northern Europe,3.1,3.1,2.6,2.9,Low,935961,5.1,,,,3.2,1.394000053,7.360000134,10.6099996,27.50600052,90.25900269,65.13400269,29.6794357,37.95981895,8.169870933,78806.432,7.142041132,3.25E+11,36.62121392,,67050,2.171366026,3.135666411,2394545,103.1710486,118020,623629069,21.40641959,64.72777871,13.8658017,70.45298302,39.18596459,,4867309,,,,6041,63.17,92.18000031,79.09300232,91,89,94,82,88,72,,13.44,,,,28,,,33.125,15962,8985,6977,,160.996,58475,151.98,60,40,20,60,100,80,80,60,80,80,60,40,60,100,60,0,0,60,1.31,63.17,,,6.59,0.00,0.00,0.94,,-0.61,0.00,,0.16,3.7,7,0.2,,,10,0.09,31.80,300,0,0,0,13237,0,147,2.4,1.42,74,100.0,,84.52,103.2,91.2,97.4,30.86,5299.65,77450,4882498,167598633,10338000,0.0,0.93,4.64,31,-0.61,0.09
Israel,ISR,ISR,Middle East & North Africa,High income: OECD,Western Asia,4.1,3.5,1.6,2.8,Low,53901,10,,,,9.7,0.495000005,1.312000036,8.267999947,25.29700089,91.72799683,73.39099884,28.75374813,38.17925063,3.453702518,41715.02928,1.468194483,3.55E+11,24.38548693,,39940,9.102128397,7.421926354,4164651,127.6618693,50002,939600000,27.92524646,60.09776752,11.97698602,410.5268022,48.85340606,,8882800,,,1521,18569,92.418,90.73300171,84.85800171,100,100,100,94,94,92,,11.57,,,,31,,,46.249,38764,,,38764,3.303,0,86.47,100,100,80,100,100,60,100,80,100,100,100,100,100,100,100,0,20,100,2.03,92.42,,,9.94,0.87,0.30,0.91,,0.00,0.00,,0.25,3.7,3,,,,0,0.10,38.90,0,0,0,0,54139,0,160,2.4,1.21,60,100.0,,83.73,127.7,100.0,100.0,32.18,2843.04,41614,8519373,7404373,3613000,20.0,4.35,3.44,24,0.00,0.10
Italy,ITA,ITA,Europe & Central Asia,High income: OECD,Southern Europe,2.8,5.1,1.9,3,Low,256596,4.9,,,,5,2.322999954,4.676000118,16.86599994,35.3219986,84.78399658,60.0019989,28.13997577,33.64260989,0.774340013,34483.204,0.950146897,2.56E+12,20.76051833,,42290,6.238595507,7.867446266,25964342,137.466947,744713,9949656789,13.32911609,63.91920431,22.7516796,205.4507479,9.889705275,,60421760,,,,189243,70.438,83.08699799,72.70600128,99,99,99,96,96,96,,13.65,,,,34,,,39.774,241136,53742,187394,,57.401,332182,97.39,100,80,80,80,100,100,80,80,100,100,100,100,80,100,60,80,80,60,0.24,70.44,,,3.94,0.03,0.01,0.88,,48.24,0.00,,0.48,3.0,7,0.3,0.09,,103,0.07,35.40,4653,2551,1412,0,294867,0,144,2.4,0.41,53,100.0,99.16,74.39,137.5,98.8,99.4,40.93,3427.31,34318,60550092,27630436,58253000,80.0,0.97,1.86,38,48.24,0.07
Jamaica,JAM,JAM,Latin America & Caribbean,Upper middle income,Caribbean,3.8,4.1,3,3.6,Medium,1215.272,11.2,,,,11.3,8.557999611,21.85300064,35.77300012,24.33200073,85.43399811,53.81499863,9.702584155,12.39655764,1.940878147,5354.236859,1.454524928,26124741589,21.27241571,,8900,6.327323366,53.37590131,1488294,101.0265271,-56658,2501614919,23.75009668,67.45326077,8.796642551,270.9930748,36.05267233,,2934855,,,,15,55.674,66.95600128,55.6609993,87,86,90,,,,893,8.08,,,,17,,130,13.061,3815,,,3815,8.068,2368,21.37,100,60,100,100,80,80,80,60,80,80,80,80,60,80,100,100,100,80,1.01,55.67,66.42,59.8,7.91,0.07,0.01,0.73,0.02,0.00,51.90,0.66,15.92,14.4,5,1.7,1.17,,305891,0.40,,5000,0,0,0,37,0,114,8.0,0.50,43,99.5,88.10,55.07,101.0,87.3,90.6,13.20,535.66,5356,2948277,180951,2353000,80.0,2.87,2.71,27,0.00,0.40
Japan,JPN,JPN,East Asia & Pacific,High income: OECD,Eastern Asia,3.2,4.1,1.5,2.7,Low,999594,12.7,,,,5.6,2.941999912,3.802999973,8.306999922,32.37099838,83.06199646,63.82600021,32.62230968,49.94073766,0.788455876,39289.95843,0.992931322,5.62E+12,28.00224122,,44380,3.03615915,4.871737679,68048596,141.4069924,357800,4365520653,12.69684881,59.72678128,27.57636991,347.0734584,32.32230081,,126529100,,,16851.7,1895,91.616,91.36599731,88.54599762,100,,,99,,,,20.28,,,,134,,,24.115,308105,,,308105,121.531,1545907,136.08,100,100,100,100,100,100,100,80,100,100,100,100,100,100,60,100,100,100,-0.11,91.62,,,3.87,0.05,0.02,0.91,,8.00,0.00,,0.09,2.5,15,0.1,0.03,,8,0.10,,44799,1599497,538220,0,30935,0,114,2.4,1.68,73,100.0,,91.28,141.4,99.9,99.0,24.12,4592.43,39287,126860299,126387527,28691000,,0.76,4.51,43,8.00,0.10
Jordan,JOR,JOR,Middle East & North Africa,Upper middle income,Western Asia,4.7,5.4,4.8,5,High,36127,10.7,,,,12.7,0.952000022,3.499000072,9.201999754,26.73500061,85.94599915,69.76599884,4.009867021,3.704297244,1.940292205,4241.788782,0.129635568,93926407709,10.83209768,1.4,9430,6.559185694,41.32626615,2637759,87.62148885,51099,4470140845,34.24549021,61.90801939,3.846490398,112.1424983,22.79321682,12.9,9956011,,,,2950529,90.979,96.63600159,82.71800232,97,97,96,81,83,,,13.68,,,,14,2000,2350,23.237,22739,,,22739,28.212,28114,65.4,100,20,40,60,60,60,20,20,20,60,40,40,80,80,20,80,80,20,2.05,90.98,,21.1,10.77,0.24,0.07,0.72,0.00,14736.99,1972.14,6.00,10.58,16.2,7,0.1,,,155,0.47,33.70,0,64,0,0,3124175,0,114,12.2,0.11,48,100.0,98.23,66.79,87.6,97.3,98.9,23.44,494.75,4248,10101697,3383805,3843500,40.0,22.28,3.75,19,14736.99,0.47
Kazakhstan,KAZ,KAZ,Europe & Central Asia,Upper middle income,Central Asia,2.6,3.5,3.3,3.1,Low,83287,4.5,,,,6.1,14.29399967,17.17700005,23.15400092,28.87100029,74.47299957,53.95199966,13.44405762,18.29132027,4.1,9812.601137,2.740272171,4.47E+11,30.238284,,24450,6.169829692,3.951820015,9031232,142.2824428,-90000,618039381,28.46054978,64.14760395,7.391846271,6.769825907,17.42601918,,18272430,,,16060.8,574,57.428,76.27500153,74.5719986,98,97,99,,91,,,10.9,99,99,99,67,,,39.8,68864,6243,62621,,72.936,118693,116.83,80,80,80,100,80,80,80,80,80,80,100,80,100,100,80,80,80,80,1.48,57.43,99.00,,10.50,0.08,0.01,0.82,0.00,0.00,7.63,0.05,0.34,9.9,66,0.2,0.34,0.00,1,0.20,27.50,7000,400,0,0,769,0,138,2.4,0.02,34,100.0,99.78,78.90,142.3,97.9,95.6,32.52,858.77,9331,18551428,7143797,7701000,100.0,68.89,3.76,24,0.00,0.20
Kenya,KEN,KEN,Sub-Saharan Africa,Low income,Eastern Africa,6.1,5.7,6.3,6,High,137602.1784,63.3,4,3.7,3.4,3.1,60.5320015,48.59700012,51.30000019,12.40499973,37.46699905,38.9980011,0.722863317,0.127730538,6.319781364,1710.510097,3.896152981,1.77E+11,,,3440,,,23878817,96.32021675,-50000,2718738698,39.78216693,57.87864645,2.339186612,90.29941666,31.57213557,56,51393010,,,,421248,27.03,40.13600159,56.4129982,29,35,27,,,,58079,12.8,25,32,22,14,6000,,1.565,8042,5602,2440,,11.656,59901,17.86,60,40,20,0,80,80,20,20,20,60,20,40,40,40,40,60,40,40,4.05,27.03,24.65,46.5,13.33,0.98,0.51,0.58,0.18,4530.67,1537.10,2.85,3.09,41.1,319,5.4,1.95,70.83,11626062,0.54,40.80,29421,211188,2747967,162000,501650,0,98,29.4,-0.41,28,63.8,81.53,17.83,96.3,29.1,58.9,1.99,143.54,1711,52573967,5935831,1364000,40.0,195.60,2.74,17,4530.67,0.54
Kuwait,KWT,KWT,Middle East & North Africa,High income: nonOECD,Western Asia,4.9,3.7,4.1,4.2,Medium,46450,14.8,,,,12.2,0.028999999,2.644000053,1.083000006,31.09799957,96.62000275,66.25800323,2.509382904,12.4607958,1.246015947,33994.40657,-0.741360739,3.49E+11,43.17410269,,84250,20.99266262,1.078652452,2424534,171.6053322,197600,27716388.99,21.53888805,75.91063957,2.550472384,232.1722222,72.25155288,,4137309,,,,673,100,99.39800262,97.85099792,100,,,100,,,,5.77,,,,20,,,26.463,10150,,,10150,74.145,30676,96.55,60,80,80,100,100,60,80,60,60,80,80,60,80,60,80,80,80,80,1.98,100.00,,,7.06,0.05,0.03,0.81,,-73.09,0.00,,0.02,7.9,27,0.1,0.09,,6,0.25,,0,0,0,0,1654,0,136,2.8,-0.09,40,100.0,96.06,99.60,171.6,100.0,100.0,25.79,2899.26,34244,4207077,6464847,,60.0,6.10,2.97,23,-73.09,0.25
Kyrgyzstan,KGZ,KGZ,Europe & Central Asia,Low income,Central Asia,3.6,3.9,4.4,4,Medium,16344.37197,9.6,3.666666667,3.8,3.2,6.1,20.20700073,21.76300049,33.78899908,30.18099976,65.71299744,48.05599976,5.641470615,5.252830332,3.5,1281.363661,1.572833212,23904185741,28.10115737,,3780,8.260840764,18.72966873,2586494,138.5660601,-20000,2688570122,32.35041711,63.15485491,4.494727976,32.92909281,43.39640639,,6322800,0.1,0.9,,333,36.351,71.10199738,60.64400101,97,92,99,,,,,11.92,89,93,87,45,,,22.13,12934,,,12934,59.445,32440,81.08,60,40,60,60,60,80,80,20,40,80,60,40,20,60,40,20,40,40,2.48,36.35,89.22,9.7,12.04,0.66,0.08,0.67,0.01,4.26,137.27,5.25,33.22,18.9,144,0.2,0.17,0.00,113625,0.38,27.30,5055,0,0,0,442,0,120,7.1,-0.61,30,100.0,99.59,38.00,138.6,96.5,87.5,18.76,240.23,1281,6415851,709199,4568000,60.0,90.84,2.84,19,4.26,0.38
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,South-Eastern Asia,4.6,4.7,6.2,5.1,High,10172.84292,31.4,3,3.5,3.1,6.4,64.27999878,60.63199997,80.05400085,14.83600044,26.88199997,24.53199959,0.642624867,20.99093012,6.247960008,2542.486528,4.61588222,50083273955,,,7090,12.96768479,12.17797745,3809128,51.86337704,-73518,238674068.2,32.60391868,63.32093135,4.075149964,30.59578423,26.89341009,31.4,7061507,,,,2,35.004,12.49100018,26.02199936,74,95,64,58,62,56,,3.44,50,67,41,15,636,,3.726,2591,,,2591,9.522,6724,14.5,60,40,40,40,20,80,80,20,40,60,40,20,20,20,40,0,0,20,3.38,35.00,49.84,20.8,11.08,0.12,0.01,0.60,0.11,169.80,376.02,3.30,1.33,47.3,168,0.3,,5.80,1953002,0.46,36.40,0,748245,309176,0,0,0,106,16.5,-0.67,29,93.6,84.66,25.51,51.9,74.5,82.1,5.00,154.63,2568,7169456,1251962,3257000,40.0,4.78,3.90,20,169.80,0.46
Latvia,LVA,LVA,Europe & Central Asia,High income: nonOECD,Northern Europe,2.4,3.9,2.6,2.9,Low,54356,2.7,,,,5,3.90899992,9.640999794,7.142999858,34.76300049,83.2009964,55.59600067,27.27540487,13.80449364,4.62077695,17860.6172,5.473690576,57379060710,22.81318939,,29780,3.680590429,5.013652201,985032,107.3489247,-74186,1237349320,15.99577694,63.96060274,20.04362032,30.98330653,48.5296134,,1927174,,,1859.6,670,68.142,90.41000366,86.74099731,92,96,83,86,90,77,,9.81,,,,58,,,31.905,6225,1414,4811,,47.517,8872,81.12,100,80,60,100,100,80,80,80,100,80,80,80,80,100,60,80,80,60,-0.71,68.14,,,5.90,0.01,0.00,0.85,,0.15,0.00,,3.60,3.9,32,0.7,,,19,0.17,34.20,0,0,0,0,728,0,130,2.4,1.04,56,100.0,99.90,83.58,107.3,92.1,98.6,31.95,1589.69,18089,1906740,4058762,1949000,80.0,1.81,2.35,40,0.15,0.17
Lebanon,LBN,LBN,Middle East & North Africa,Upper middle income,Western Asia,4.6,6,4.3,4.9,Medium,25740,3.6,,,,11.2,14.31099987,13.39299965,26.88199925,24.9810009,71.44200134,61.6269989,0.136965173,13.02632822,0.199990636,8269.787676,-0.342081302,89094811433,5.46382279,,13010,19.46791233,45.42278649,2399073,64.49805872,-150060,6939992569,26.09586717,66.9017647,7.002368134,669.4941349,39.31116534,,6848925,,,,1424592,88.593,84.23300171,57.48799896,98,,,22,,,,10.72,,,,29,535,,21.038,14431,3744,3414,7273,16.735,10379,49.42,60,60,60,60,80,100,80,40,60,60,60,80,80,100,80,60,60,60,0.73,88.59,,53.1,8.63,0.62,0.09,0.73,,23669.61,922.61,2.52,12.25,7.4,12,0.1,0.04,,1,0.36,31.80,0,0,11009,11000,1466049,0,114,11.0,-0.64,28,100.0,95.07,78.18,64.5,98.5,92.6,22.71,1147.37,8270,6855709,2981937,1857000,20.0,4.32,1.67,26,23669.61,0.36
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,Southern Africa,5.2,5.5,6.8,5.8,High,,59.3,3.166666667,3.4,3.2,4.5,2.921999931,12.77900028,16.31000018,50.5530014,65.8789978,36.66799927,0.273344565,0.395004952,1.134188171,1299.153126,0.332073491,7750817046,18.06651745,,3680,14.03238917,1.915683136,974814,113.8305187,-50234,629379095.6,32.71635154,62.38256097,4.901087497,69.43781291,0,50.8,2108132,,,,57,28.153,80.36000061,85.43199921,43,43,43,,,,,13.08,2,6,1,13,,73,0.692,138,,,138,32.567,6866,,40,40,0,0,80,60,20,20,20,0,40,0,40,40,20,40,20,0,2.31,28.15,2.12,59.7,11.90,0.19,0.02,0.52,0.15,151.88,92.68,4.85,22.98,81.1,665,25.0,16.10,,387573,0.55,54.20,0,0,433000,0,95,0,113,13.1,-0.86,40,33.7,76.64,29.00,113.8,42.8,68.6,,242.73,1324,2125267,,1137000,0.0,1.92,3.23,31,151.88,0.55
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,Western Africa,6.8,6.3,6.7,6.6,Very High,,58.5,3.166666667,3.1,2.5,2.4,41.49000168,44.90200043,77.19799995,15.03800011,53.57099915,40.06000137,0.191398712,0.174414029,1.222551313,677.3221785,-1.229759965,5461943836,-64.09902068,,1130,0.618232005,,2232214,56.56895266,-25000,459924732.1,41.12498659,55.62158161,3.2534318,50.03090739,57.53857575,65.7,4818977,,,,9122,51.151,8.965000153,32.53900146,17,28,6,,,,,11.86,1,2,1,8,,376,0.376,168,,,168,5.321,2564,4.79,40,40,40,60,60,80,80,40,20,100,20,20,40,40,60,60,60,20,3.34,51.15,1.19,70.3,14.79,0.17,0.03,0.46,0.32,36.16,348.01,20.19,14.09,70.9,308,1.6,0.89,192.59,2590621,0.65,35.30,0,0,0,0,8261,0,101,37.2,-1.34,28,21.5,48.30,7.98,56.6,17.0,72.9,0.37,133.15,674,4937374,,,60.0,6.58,2.89,16,36.16,0.65
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,Northern Africa,3,4.9,6.4,4.5,Medium,7412.428754,8,,,,10.2,21.94499969,17.50499916,5.723000109,26.71800041,66.54699707,55.77700043,4.832295048,23.94873269,7.949736798,7241.704481,6.368240933,1.43E+11,,,21340,,,2422193,91.4792962,-9997,,28.31923773,67.28872201,4.392040259,3.795632381,21.64146322,,6678567,,,,8794,80.102,95.20800018,92.23200226,100,,,26,,,,4.93,,,,37,,,20.905,13757,9366,4391,,65.305,41934,89.97,100,60,60,100,60,80,60,80,20,20,20,80,20,60,20,40,20,20,1.83,80.10,,,9.34,0.99,0.77,0.71,0.01,2836.26,205.78,0.61,,12.0,40,,,,2834,0.17,,0,0,20030,355762,56208,0,139,10.4,-1.85,18,70.1,,21.76,91.5,100.0,98.5,21.58,627.31,7235,6777453,927154,,0.0,0.90,2.26,23,2836.26,0.17
Lithuania,LTU,LTU,Europe & Central Asia,High income: nonOECD,Northern Europe,2.4,3.1,2.1,2.5,Low,2375,3.6,,,,3.8,4.458000183,9.303999901,9.152000487,35.4109993,79.05500031,55.28499985,28.15668213,15.2454749,3.644756532,19153.40899,5.088966615,95743837672,20.3415297,,34320,2.819195792,3.225175373,1452952,163.8703457,-163902,1386978491,14.88242451,65.41254234,19.70503316,44.53135138,28.39382646,,2801543,,,1911,1734,67.679,90.97000122,85.94999695,93,97,85,91,95,83,,13.36,,,,73,,,63.528,17796,2523,15273,,98.472,26438,124.29,100,80,80,100,40,80,80,80,100,100,80,100,100,100,60,80,60,80,-1.14,67.68,,,5.33,0.00,0.00,0.87,,0.00,0.00,,2.60,4.0,50,0.2,0.23,,57,0.12,37.40,0,0,0,0,2011,0,138,2.4,1.07,60,100.0,99.82,79.72,163.9,93.4,97.5,43.37,1978.27,19090,2759631,26031,2523000,60.0,0.67,2.81,40,0.00,0.12
Luxembourg,LUX,LUX,Europe & Central Asia,High income: OECD,Western Europe,3.8,3.1,1.9,2.8,Low,51824,4.9,,,,5,0.467999995,1.457999945,5.61499989,18.0739994,95.42500305,80.46800232,37.12070435,45.2680618,3.110836266,116639.888,1.178000117,43877541657,17.40702955,4.8,72200,2.926642868,3.994874522,307314,132.1649331,48704,2063159712,15.87882399,69.93802183,14.18315418,250.0938272,0,,607950,,,288,2046,90.981,92.6269989,90.48899841,98,97,99,97,97,89,,13.64,,,,48,,,30.09,1781,534,1246,1,121.744,6992,150.51,100,100,100,100,100,100,80,100,100,100,80,100,100,100,100,100,100,80,2.17,90.98,,,5.37,0.00,0.00,0.91,,-11.93,0.00,,2.91,2.4,6,,0.20,,2,0.08,33.80,0,0,1519,0,3531,0,134,2.4,1.78,80,100.0,,97.06,132.2,97.6,99.9,30.27,6374.20,114340,615730,2099102,1046000,60.0,67.19,5.61,34,-11.93,0.08
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,Eastern Africa,6.8,5.4,7.3,6.4,High,10170,46.2,3.666666667,3.3,2.8,4.5,60.42200089,67.85099792,85.07600021,9.378000259,31.00099945,22.77099991,0.103612351,0.262909059,4.564792315,527.501285,1.810248204,48242225997,18.62198233,,1840,6.384360386,20.22387713,13851805,40.57034123,-7500,425502225.7,40.66815059,56.34513228,2.986717126,45.13985562,31.31271413,77.2,26262368,,,,44,37.191,8.512999535,13.57499981,11,18,6,,,,,10.18,,,,2,,,1.812,4275,,,4275,1.46,3833,3.61,20,40,20,20,60,60,60,20,20,40,20,20,20,20,20,40,20,20,4.48,37.19,50.54,67.7,14.92,0.06,0.01,0.52,0.45,826.35,296.08,5.13,3.07,53.6,238,0.2,0.41,90.90,20215764,,42.60,436637,1475429,21393,2000,150,0,89,44.4,-1.15,24,24.1,74.80,9.80,40.6,10.5,54.4,1.81,90.43,461,26969306,541290,255000,20.0,5.00,2.39,15,826.35,
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,Eastern Africa,6.4,5.8,6.2,6.1,High,2327,59.7,2.833333333,3.6,3.2,4.5,43.34899902,43.93000031,59.18899965,17.17300034,46.45700073,38.89799881,0.062601908,0.082631432,3.5,389.3980332,0.801419696,23721084484,,,1310,4.620321977,3.844706176,8079173,39.00579484,-80263,181590994.7,43.90228591,53.45227916,2.64543493,192.4407616,33.50671817,66.7,18143315,,,,13782,16.937,33.99000168,44.97000122,26,34,25,,,,9928,16.77,9,15,7,13,,397,0.358,649,,,649,4.386,7957,3.54,20,20,20,40,20,80,80,80,20,20,40,40,60,60,20,20,20,0,3.97,16.94,8.70,67.0,15.44,0.10,0.02,0.49,0.24,916.86,756.06,18.04,2.57,49.7,131,9.2,4.40,231.10,11771796,0.61,44.70,56371,9613,991755,0,55963,0,115,17.5,-0.73,31,12.7,62.14,13.78,39.0,26.2,68.8,0.16,115.16,389,18628749,10545,837000,20.0,2.97,1.92,18,916.86,0.61
