Country Name,Country Code,Country Code,Region,IncomeGroup,Sub-Region,HAZARD & EXPOSURE,VULNERABILITY,LACK OF COPING CAPACITY,EPIDEMIC INFORM RISK,EPIDEMIC RISK CLASS,is_air_dprt_2018,SH_DTH_COMM_ZS_2016,IQ_CPA_ECON_XQ_2018,IQ_CPA_SOCI_XQ_2018,IQ_CPA_PUBS_XQ_2018,SH_STA_DIAB_ZS_2019,SL_AGR_EMPL_FE_ZS_2019,SL_AGR_EMPL_MA_ZS_2019,SL_EMP_VULN_ZS_2019,SL_IND_EMPL_MA_ZS_2019,SL_SRV_EMPL_FE_ZS_2019,SL.SRV.EMPL.MA.ZS_2019,IT.NET.BBND.P2_2018,IT.MLT.MAIN.P2_2018,NY.GDP.MKTP.KD.ZG_2018,NY.GDP.PCAP.CD_2018,NY.GDP.PCAP.KD.ZG_2018,NY.GNP.MKTP.PP.CD_2018,NY.GNS.ICTR.ZS_2018,SH.MED.BEDS.ZS_2015,NY.GNP.PCAP.PP.CD_2018,ST.INT.XPND.MP.ZS_2018,ST.INT.RCPT.XP.ZS_2018,SL.TLF.TOTL.IN_2019,IT.CEL.SETS.P2_2018,SM.POP.NETM_2017,BX.TRF.PWKR.CD.DT_2018,SP.POP.0014.TO.ZS_2018,SP.POP.1564.TO.ZS_2018,SP.POP.65UP.TO.ZS_2018,EN.POP.DNST_2018,EN.URB.LCTY.UR.ZS_2018,EN.POP.SLUM.UR.ZS_2014,SP.POP.TOTL_2018,SI.POV.GAPS_2018,SI.POV.DDAY_2018,IS.RRS.TOTL.KM_2018,SM.POP.REFG_2018,SP.URB.TOTL.IN.ZS_2018,SL.EMP.WORK.FE.ZS_2019,SL.EMP.WORK.MA.ZS_2019,pop_basic_san_tot%_2017,pop_basic_san_urb%_2017,pop_basic_san_rur%_2017,pop_safe_man_san_tot%_2017,pop_safe_man_san_urb%_2017,pop_safe_man_san_rur%_2017,chw_#,gov_health_exp%,pop_bas_hnd_wash_fac%_tot_2017,pop_bas_hnd_wash_fac%_urb_2017,pop_bas_hnd_wash_fac%_rur_2017,hos.beds.per10k.#,med_path_lab_sci#,med_path_lab_tech#,doc_per10k#,doc_#,gen_med_prac#,spec_med_prac#,med_doc#,nur_mid_wife_per10k#,nurse#,skl_health_pro_per10k#,C.1.1,C.1.2,C.1.3,C.2.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,Urban population growth (annual %),Population living in urban areas (%),Proportion of population with basic handwashing facilities on premises (% of population),Population living in slums (% of urban population),Children under 5 (% of population),GCRI Violent Conflict probability,GCRI Highly Violent Conflict probability,Human Development Index,Multidimensional Poverty Index,Humanitarian Aid (FTS),Development Aid (ODA),Net ODA received (% of GNI),Volume of remittances (in USD) as a proportion of total GDP (%),"Mortality rate, under-5",Incidence of Tuberculosis,Estimated number of people living with HIV - Adult (>15) rate,"Number of new HIV infections per 1,000 uninfected population","Malaria incidence per 1,000 population at risk",Number of people requiring interventions against neglected tropical diseases,Gender Inequality Index,Income Gini coefficient,People affected by Natural Disasters,People affected by Natural Disasters,People affected by Natural Disasters,Internally displaced persons (IDPs),Refugees and asylum-seekers by country of asylum,Returned Refugees,Average Dietary Energy Supply Adequacy,Prevalence of Undernourishment,Government Effectiveness,Corruption Perception Index,Access to electricity,Adult literacy rate,Individuals using the Internet,Mobile cellular subscriptions,People using at least basic sanitation services (% of population),People using at least basic drinking water services (% of population),Physicians Density,Current health expenditure per capita,GDP per capita (current US$),Total Population,"Air transport, passengers carried","International tourism, number of arrivals",IHR capacity score: Points of entry,Access to Cities,Public trust in politicians,1+ underlying conditions plus 0 conditions (65+ yrs),Humanitarian Aid (FTS),Gender Inequality Index
Somalia,SOM,SOM,Sub-Saharan Africa,Low income,Eastern Africa,6.5,7.6,8.1,7.4,Very High,98,64.2,,,,5.1,86.95300293,81.9469986,87.24499893,4.175000191,11.44099998,13.87699986,0.67173074,0.498393348,-1.484075684,314.5441657,-2.736255088,0,,,0,,,3924554,50.99230249,-200002,,46.57658407,50.55010499,2.873310943,23.9234769,30.84199483,73.6,15008154,,,,16741,44.971,5.464000225,13.51900005,38,61,20,,,,,0,10,12,8,9,,149,0.23,309,,,309,1.119,825,1.08,20,20,20,40,20,80,20,20,20,20,20,100,20,40,20,20,20,20,4.13,44.97,9.83,73.6,17.80,0.97,0.95,,,24048.31,1144.35,33.56,,121.5,266,0.4,0.04,36.75,2532411,,,13126,928000,2030000,2648000,33102,87544,94,20.6,-2.19,9,32.9,,2.00,51.0,38.3,52.4,0.23,,499,15442906,4486,,20.0,68.33,,14,24048.31,
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,Southern Africa,4.4,5.3,3.9,4.5,Medium,180317.186,39.6,,,,12.7,3.732000113,6.153999805,10.29799986,31.92099953,84.82800293,61.92499924,1.915495359,5.788707805,0.78705557,6374.028196,-0.572080197,7.66E+11,14.88226056,,13250,5.828677892,8.893575452,23300270,159.9306644,727026,929043381.1,29.07948915,65.60250585,5.318005005,47.63011978,14.30890325,23,57779622,,,,89285,66.355,87.45600128,82.08399963,76,76,75,,,,,14.23,44,53,27,28,149,453,9.054,51616,,,51616,13.078,74556,60.46,80,100,100,60,100,20,60,60,60,80,80,40,20,40,60,60,60,80,2.12,66.36,43.99,26.3,9.88,0.75,0.30,0.70,0.02,2.96,771.85,0.26,0.25,33.8,567,18.9,9.59,3.97,19334622,0.42,63.00,13136,0,754520,0,306900,0,125,6.2,0.34,44,84.4,87.05,56.17,159.9,75.7,92.7,9.10,1071.35,6340,58558267,23921748,10285000,60.0,5.85,2.01,29,2.96,0.42
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,Eastern Africa,6.6,7.5,8.3,7.4,Very High,,63.4,1,1.5,1.4,10.2,73.22299957,41.34999847,84.85400009,19.625,18.9260006,39.02500153,0.00182217,0,-10.79336462,1119.651332,-12.13179823,18155102209,,,1720,14.36282799,0.387776008,4679031,33.46296855,-870998,1267160000,41.82012143,54.78139569,3.39848288,,17.13546256,95.6,10975920,,,,291842,19.615,8.102000237,15.20600033,11,37,5,,,,4716,4,,,,0,,,0,0,,,,0,0,,20,40,40,20,80,100,60,40,40,60,20,20,20,20,20,40,20,20,1.98,19.62,,97.3,15.35,0.99,0.93,0.41,0.58,29112.27,1373.52,15.28,9.49,98.6,146,2.7,2.01,141.68,9500223,,46.30,0,0,234812,1665815,294562,136155,94,30.9,-2.45,12,25.4,34.52,7.98,33.5,11.3,40.7,,71.17,283,11062114,,,20.0,2.81,,15,29112.27,
Spain,ESP,ESP,Europe & Central Asia,High income: OECD,Southern Europe,2.9,4.7,1.7,2.9,Low,641020,5.1,,,,6.9,2.073999882,5.744999886,10.98200044,29.55999947,88.95700073,64.69499969,32.50380176,41.72878216,2.351008131,30370.89233,2.065112042,1.86E+12,22.31211098,,39800,5.798681209,16.30319735,22943908,115.9942148,200000,3355210688,14.66700111,65.95449137,19.37850752,93.52905826,17.31228414,,46796540,,,15618,20457,80.321,88.23200226,80.67900085,100,100,100,97,97,97,,14.5,,,,30,,,38.723,180633,35378,117912,27343,57.295,267266,91.96,100,100,80,100,100,80,80,80,100,100,80,100,100,100,60,80,80,80,0.58,80.32,,7.8,4.31,0.05,0.01,0.89,,-0.47,0.00,,0.24,3.0,10,0.4,0.18,,316,0.07,36.20,1500,0,3820,0,99142,0,130,2.4,1.00,62,100.0,98.44,86.11,116.0,99.9,99.9,40.69,3259.80,30524,46736782,80672105,81786000,80.0,20.64,2.24,36,-0.47,0.07
Sri Lanka,LKA,LKA,South Asia,Lower middle income,Southern Asia,3.4,4.5,4.8,4.2,Medium,34425,7.5,,,,10.7,27.43199921,23.02899933,38.99600029,30.49699974,44.55699921,46.47399902,7.274625469,11.65341099,3.209131128,4102.48135,2.132746096,2.84E+11,25.45517894,,13110,9.265818284,27.67497736,8920237,142.6507235,-489932,7043039552,24.19700102,65.32977922,10.47321975,345.558922,14.9814836,,21670000,,,,800,18.476,55.88700104,59.0530014,96,95,96,,,,,11.17,,,,35,,1850,10.041,21316,19000,2316,,21.803,37000,36.75,40,60,100,40,80,80,80,60,20,60,20,60,60,80,60,60,60,40,1.55,18.48,,,7.87,0.36,0.13,0.78,,104.51,125.68,-0.30,7.92,7.4,64,0.1,0.02,0.00,187588,0.38,39.80,1208921,303712,383190,37000,1542,1421,115,9.0,-0.24,38,97.5,91.90,34.11,142.7,95.8,89.4,9.58,491.49,4102,21323734,5882376,2116400,60.0,8.57,2.38,29,104.51,0.38
Sudan,SDN,SDN,Sub-Saharan Africa,Lower middle income,Northern Africa,6.2,6.5,5.3,6,High,3170,35.2,1.833333333,2.5,2.1,22.1,54.27399826,34.83000183,50.40100098,20.43899918,41.34500122,44.73199844,0.075002034,0.327554973,-2.320827321,977.2736357,-4.629843228,1.85E+11,15.08514473,,4430,0.157818442,20.87792437,12410556,72.00791416,-250001,425214350.6,40.50879187,55.91004761,3.581160528,,38.2164366,91.6,41801533,,,,1078287,34.642,33.22399902,47.72900009,37,60,24,,,,,11.65,23,32,19,8,35,2416,2.618,10683,,,10683,6.952,12234,42.2,60,20,40,100,40,80,80,60,60,40,20,40,20,40,60,80,40,40,3.18,34.64,23.44,93.6,14.59,0.98,0.88,0.51,0.28,15947.07,560.60,2.54,1.04,60.5,77,0.2,0.22,37.45,11031353,0.56,35.40,86409,127476,353008,2072000,1081166,1805,111,20.1,-1.62,16,56.5,60.70,30.87,72.0,36.6,60.3,4.10,297.86,977,42813237,269958,813000,20.0,0.80,,18,15947.07,0.56
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,South America,3,4.4,4,3.8,Medium,3225,13.3,,,,12.5,4.054999828,9.486000061,12.19399989,32.77000046,88.84400177,57.74399948,12.70438723,15.29505721,1.9,6234.044922,0.927865887,7962399294,,,13820,4.932439327,3.208425333,217328,130.604698,-4999,519054.0965,27.17026337,65.92336673,6.906369902,3.69225,0,7.3,575991,,,,43,66.06,89.31900024,83.91600037,84,89,75,,,,,11.84,,,,31,,,12.101,697,,,697,27.569,1588,,60,100,80,60,60,20,20,80,40,40,80,60,40,60,80,40,20,40,0.99,66.06,67.78,5.9,9.02,0.02,0.01,0.72,0.04,0.00,4.11,0.41,0.01,18.9,29,1.4,1.00,0.48,54467,0.47,,0,0,0,0,255,0,115,8.5,-0.66,44,96.8,94.38,48.95,130.6,84.5,95.4,12.27,907.60,5950,581363,272347,278000,100.0,12.16,1.98,25,0.00,0.47
Sweden,SWE,SWE,Europe & Central Asia,High income: OECD,Northern Europe,3.7,4.2,1.1,2.6,Low,,5.2,,,,4.8,0.852999985,2.378000021,6.063000068,27.97100067,92.2009964,69.65100098,39.84924042,23.99190584,2.225238612,54608.36025,0.965620049,5.50E+11,29.19863111,,54030,7.452235661,5.907868934,5452261,126.8307474,200000,3145713823,17.58178546,62.32268961,20.09552493,25.00104343,17.77966074,,10175214,,,9708,248226,87.431,94.44499969,86.7480011,99,99,100,93,94,88,,19.03,,,,26,,,39.84,39187,6413,22216,10558,118.164,109463,160.64,100,100,100,100,100,100,100,80,80,80,80,80,100,100,80,100,100,80,1.57,87.43,,0.0,5.96,0.00,0.00,0.94,,-110.56,0.00,,0.57,2.7,6,0.2,,,140,0.04,29.20,0,0,0,0,286168,0,126,2.4,1.83,85,100.0,,92.14,126.8,99.3,100.0,54.00,5386.73,54112,10036391,,7054000,100.0,3.12,5.24,36,-110.56,0.04
Switzerland,CHE,CHE,Europe & Central Asia,High income: OECD,Western Europe,3.7,4.2,0.9,2.4,Low,219782,4.3,,,,5.7,2.450000048,3.38499999,8.941000104,29.41300011,87.8789978,67.20200348,46.42094273,38.74016771,2.750516981,82796.54716,1.969887247,5.86E+11,34.67892716,,68820,5.436047516,4.385043938,4981104,126.7727087,259999,2565756335,14.91095477,66.46582867,18.62321656,215.5213784,21.81048927,,8513227,,,3227.846,104037,73.797,87.49500275,83.46800232,100,100,100,100,100,99,,22.7,,,,47,,,42.957,36324,9628,21658,5038,175.357,145602,223.02,100,100,80,100,100,100,80,80,100,100,100,100,100,60,100,100,100,100,0.81,73.80,,,5.23,0.01,0.00,0.95,,-22.17,0.00,,0.36,4.1,7,0.3,,,0,0.04,32.30,200,16,0,0,118834,0,131,2.4,2.04,85,100.0,,89.69,126.8,99.9,100.0,42.36,7867.39,82839,8591361,28857994,9889000,,0.78,5.54,34,-22.17,0.04
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Lower middle income,Western Asia,3.3,6.8,4.2,4.6,Medium,167.7535302,5.1,,,,13.5,8.166000366,11.15400028,32.43000054,29.67200089,84.09600067,59.17399979,7.841153913,16.16990725,5.699999996,2032.623489,1.345096533,0,,,0,,,5191776,101.0895154,-2136954,1622540000,31.42154081,64.07533477,4.503124421,92.06710777,25.33144562,19.3,16906283,,,,576621,54.162,83.74500275,59.48699951,91,91,91,,,,,4.8,71,72,69,15,,,12.874,22485,,,22485,15.406,26908,38.48,40,40,40,40,40,60,60,40,40,60,40,60,40,60,40,80,80,60,0.28,54.16,70.60,15.3,10.70,0.92,0.74,0.55,0.03,55895.81,2504.39,,,16.7,19,0.1,,0.00,1925000,0.55,,0,0,235000,6119000,680613,210947,127,29.0,-1.67,13,89.6,,34.25,101.1,91.2,97.2,12.20,159.72,2900,17070132,17897,,80.0,1.74,3.43,21,55895.81,0.55
Tajikistan,TJK,TJK,Europe & Central Asia,Low income,Central Asia,4.8,3.7,4.6,4.3,Medium,4021,23.2,3.166666667,3.4,2.8,6.1,60.24100113,35.60599899,41.7519989,20.85099983,32.49200058,43.54199982,0.067565528,5.393981353,7.300000287,826.6215305,4.699464341,36868771430,,,4050,0.751505583,15.31007096,2464952,111.5281656,-99999,2183340531,36.78428408,60.19382837,3.021887552,65.57271417,35.33836474,,9100837,,,,2657,27.134,53.05899811,59.52999878,97,95,98,,,,,6.84,73,87,67,48,,,21.026,17352,,,17352,47.534,34696,69.89,60,60,60,60,60,60,60,60,80,80,60,80,60,100,80,60,60,60,3.02,27.13,72.70,26.0,14.45,0.62,0.14,0.66,0.03,65.32,140.73,4.50,29.02,34.8,85,0.3,0.25,0.00,2844918,0.38,34.00,700,5725,6750,0,2972,0,92,5.6,-1.10,25,99.3,99.80,21.96,111.5,97.0,81.2,17.00,208.51,827,9321023,492320,431000,20.0,30.37,4.25,17,65.32,0.38
Tanzania,TZA,TZA,Sub-Saharan Africa,Low income,Eastern Africa,6.6,5.6,5.8,6,High,51577,55.8,4,3.6,3,5.7,67.43199921,63.34899902,82.72800064,10.10599995,29.46100044,26.54500008,1.529357877,0.220618745,5.444967632,1060.994615,2.11505516,1.72E+11,,,3140,8.276643121,29.36531473,27170626,77.24135223,-200381,412910078,44.09823815,53.30046267,2.601299178,63.5790788,31.79251906,50.7,56318348,,,,278322,33.776,10.23099995,18.4260006,30,43,24,25,31,22,,12.31,48,63,40,7,93,2508,0.14,742,742,,,5.843,31940,4.38,60,40,60,40,80,60,20,40,60,60,40,60,40,60,60,60,40,40,5.15,33.78,47.95,41.7,16.43,0.33,0.04,0.53,0.27,984.68,1501.80,4.36,0.71,53.0,269,4.7,2.21,113.03,26709403,0.54,37.80,0,15873,2005000,0,284532,0,108,30.7,-0.76,37,32.8,77.89,25.00,77.2,29.9,56.7,0.40,111.98,1051,58005461,1481557,1275000,40.0,2.51,3.45,15,984.68,0.54
Thailand,THA,THA,East Asia & Pacific,Upper middle income,South-Eastern Asia,3.6,4.8,3.1,3.8,Medium,475886.496,15.8,,,,7,28.66799927,34.08599854,48.47200012,25.04700089,51.57500076,40.86700058,13.23520776,4.218731476,4.129226103,7273.563207,3.80126981,1.26E+12,32.19524367,,18200,5.169181259,19.62522667,38989831,180.1826119,97222,7463334346,17.08698882,71.01211804,11.90089314,135.8972068,29.28677024,25,69428524,0,0,,102245,49.949,48.79000092,48.86899948,99,99,98,,,,1064434,13.28,84,85,83,21,,2442,8.05,55890,,,55890,27.593,191575,27.64,100,80,80,100,100,80,80,80,80,80,80,100,80,100,100,80,60,80,1.83,49.95,90.67,24.6,5.24,0.70,0.14,0.76,0.00,430.06,-457.99,-0.09,1.48,9.1,156,1.1,,0.84,53368,0.38,36.50,3819058,0,878885,41000,103189,0,116,7.8,0.35,36,100.0,92.87,56.82,180.2,98.8,99.9,8.10,635.02,7274,69625581,76053043,35592000,60.0,2.29,2.25,32,430.06,0.38
Timor-Leste,TLS,TLS,East Asia & Pacific,Lower middle income,South-Eastern Asia,6,4.9,5.9,5.6,High,,45.6,3,2.9,2.5,6.7,41.18999863,47.1609993,67.65499878,11.28499985,51.13399887,41.55400085,0.04755618,0.173978331,2.813982292,2035.533908,0.810281645,8882959384,,,7010,12.36170536,64.00151534,545438,115.8142833,-26924,96320932.13,37.78066427,57.90284343,4.316492294,85.27047747,0,,1267972,,,,1,30.578,20.01799965,40.45600128,54,76,44,,,,241,2.44,28,43,22,59,,132,7.224,916,883,33,,16.68,1497,15.12,40,40,40,40,60,80,40,40,40,20,60,20,20,40,60,20,20,20,3.17,30.58,28.18,34.0,13.46,0.10,0.02,0.63,0.21,31.49,157.84,8.58,3.73,45.8,498,,,0.06,1279948,,28.70,0,0,0,0,0,0,103,24.9,-0.98,38,80.4,68.07,27.49,115.8,53.5,78.3,7.20,121.68,2036,1293120,,74000,80.0,11.37,2.95,18,31.49,
Togo,TGO,TGO,Sub-Saharan Africa,Low income,Western Africa,6.9,5.7,7.3,6.6,Very High,11559,51.7,3.333333333,3.4,2.9,2.4,35.65999985,39.73300171,80.91100121,12.60499954,51.18099976,47.66199875,0.331546351,0.477760878,4.91014754,679.2570836,2.375272507,14045237826,,,1780,,,3699587,77.88610174,-9999,495210300,41.3345235,55.79600849,2.869468011,145.0467733,53.06357925,51.2,7889094,,,,12336,41.702,11.20699978,23.33399963,16,29,7,,,,7086,7.85,10,20,4,7,460,183,0.774,611,219,392,,4.102,1951,3.58,20,40,20,40,80,60,80,20,40,60,20,40,20,20,60,40,40,0,3.75,41.70,10.47,53.0,14.90,0.27,0.03,0.51,0.25,37.00,100.04,5.51,9.24,69.8,41,2.1,0.99,370.86,5376102,0.57,43.10,3612,0,0,0,12784,2,113,16.1,-1.06,29,48.0,63.75,12.36,77.9,16.1,65.1,0.49,99.90,672,8082359,566295,496000,40.0,0.47,,16,37.00,0.57
Tonga,TON,TON,East Asia & Pacific,Upper middle income,Polynesia,2.7,3.7,4.3,3.5,Medium,,11.7,3.333333333,3.2,3.7,15.7,2.375,37.95100021,52.24000168,15.05599976,46.25,46.99300003,2.440962431,14.24169307,0.299994245,4364.015561,-0.865346735,672520860,,,6520,12.75136093,45.88901814,40750,104.5941258,-3999,183293154.3,35.41575821,58.63058035,5.953661444,143.3291667,0,,103197,,,,3,23.131,41.85499954,49.67900085,93,97,92,,,,,13.5,,,,0,,25,5.403,55,36,19,,41.57,429,44.83,40,40,100,60,100,80,100,40,40,60,80,80,60,60,80,40,0,0,1.00,23.13,,,11.71,0.00,0.00,0.72,,138.15,63.72,19.12,40.70,15.6,12,,,,37131,0.42,37.60,0,87000,394,0,0,0,87,3.6,0.14,,98.0,99.41,41.25,104.6,93.4,99.9,5.22,311.43,4364,104497,,62500,0.0,78.08,,27,138.15,0.42
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income: nonOECD,Caribbean,3.2,4.1,4.3,3.8,Medium,32770,9,,,,11,1.305999994,4.208000183,18.14000082,37.25699997,86.22299957,58.53499985,24.53838311,23.12736043,-0.245213697,17129.91309,-0.66049439,43062735710,,,30980,1.642922794,4.865175417,666722,141.9293402,-3999,138708322.6,20.41957257,68.84547391,10.73495352,270.9274854,73.65127939,,1389858,,,,785,53.184,84.05400085,70.9280014,93,,,,,,,8.17,,,,30,348,,41.675,5792,4694,1098,,40.934,5689,51.02,20,60,40,60,100,60,20,40,40,80,60,60,60,100,60,80,80,60,0.38,53.18,89.44,5.4,6.47,0.04,0.01,0.80,0.00,79.59,0.00,,0.58,18.3,17,1.2,0.42,,18226,0.32,,0,150000,0,0,10733,0,128,5.5,0.19,40,100.0,98.70,77.33,141.9,93.4,98.2,26.70,2180.52,16844,1394969,2525130,395000,40.0,1.02,2.07,32,79.59,0.32
Tunisia,TUN,TUN,Middle East & North Africa,Upper middle income,Northern Africa,4,3.9,4.1,4,Medium,41446,7.8,,,,8.5,9.510000229,14.14299965,19.9640007,32.47000122,57.68700027,53.38600159,8.771097018,11.25804039,2.482826838,3447.50791,1.315252125,1.40E+11,8.264495161,2.3,12070,3.870085475,11.94764416,4087509,127.7071968,-20000,1902286981,24.17012035,67.51420057,8.315679079,74.44132338,28.72941182,8,11565204,,,,1066,68.945,82.65399933,69.8809967,91,95,81,78,88,,,14.16,79,90,54,23,358,1942,13.025,14892,6491,8401,,25.136,28739,39.59,60,80,80,60,100,80,80,60,40,100,80,60,100,60,60,80,20,80,1.59,68.95,78.69,8.0,8.72,0.17,0.09,0.74,0.01,46.98,428.84,2.09,4.77,17.0,34,0.1,0.05,,4800,0.30,32.80,2000,30000,0,0,1322,0,144,4.3,-0.11,43,100.0,79.04,64.19,127.7,90.9,96.3,12.72,806.34,3447,11694721,4274199,7052000,40.0,1.41,2.91,26,46.98,0.30
Turkey,TUR,TUR,Europe & Central Asia,Upper middle income,Western Asia,4.2,6,3,4.2,Medium,772925.545,4.4,,,,11.1,25.8579998,14.87899971,27.04299927,31.24300003,58.39099884,53.87799835,16.28274432,14.1285506,2.82677612,9370.176344,1.305564285,2.28E+12,27.06290909,,27640,2.084472703,16.62131682,33368909,97.30132788,1419610,1122000000,24.64941014,66.86737692,8.48321294,106.9601289,23.84637047,11.9,82319724,0,0.1,10315,3681685,75.143,66.65499878,69.36000061,97,100,90,65,70,,,10.5,,,,27,,,18.492,149997,47999,101998,,27.107,166142,44.05,100,100,100,60,100,100,80,60,20,80,80,60,100,100,40,100,100,80,2.16,75.14,,8.1,7.98,0.95,0.84,0.81,,27910.23,712.25,0.16,0.15,10.6,17,,,0.00,0,0.31,41.90,630,100,1673,1097000,3959169,1,157,2.4,0.01,39,100.0,96.15,71.04,97.3,97.3,98.9,17.61,1089.24,9311,83429607,115595496,37601000,100.0,2.50,2.95,26,27910.23,0.31
Turkmenistan,TKM,TKM,Europe & Central Asia,Upper middle income,Central Asia,3.1,3,4.6,3.5,Medium,18184,17.2,,,,6.1,19.0909996,20.45000076,25.2190001,45.39300156,42.69100189,34.1570015,0.086840729,11.84507544,6.199999941,6966.635411,4.507616162,1.08E+11,,,18490,,,2653434,162.8611033,-25001,1601946.295,30.82236394,64.7510016,4.426634462,12.45059477,26.8392687,,5850908,,,,22,51.593,74.09600067,72.11399841,99,98,99,,,,,8.68,100,100,100,74,,,22.247,12161,4207,7954,,44.273,23090,70.61,60,60,60,100,80,80,60,60,80,80,60,60,60,80,60,100,80,60,2.46,51.59,100.00,,11.37,0.09,0.01,0.71,0.00,0.00,5.94,0.05,0.00,45.8,43,,,0.00,182,,,0,0,0,0,22,0,121,5.4,-1.04,19,100.0,99.70,21.25,162.9,98.7,98.8,22.25,1116.86,6967,5942094,2457474,,60.0,3.37,,21,0.00,
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,Eastern Africa,7.2,6.2,6.1,6.5,Very High,4832,54.5,4.166666667,3.5,3.2,2.5,77.05699921,68.43199921,75.23900032,9.850999832,19.70899963,21.7159996,0.02219802,0.437412162,6.152354913,642.7767443,2.274615022,84316598286,18.29847265,,1970,3.866350834,18.61937643,16658615,57.27260732,843469,1230414827,46.93052518,51.1284879,1.94098692,213.0617345,29.40191291,53.6,42723139,,,,1165653,23.774,14.95800018,28.02799988,18,26,16,,,,,10.97,21,34,17,5,,2447,1.68,6918,,,6918,12.382,52907,7.42,60,60,40,40,100,80,80,80,60,100,80,100,40,60,80,40,40,80,6.18,23.77,21.22,47.5,17.36,0.92,0.52,0.53,0.27,6179.12,1232.35,7.30,4.48,46.4,201,6.5,2.52,200.66,22879141,0.53,42.80,14,1000,204803,32000,1419623,1,95,41.0,-0.61,28,22.0,76.53,23.71,57.3,18.5,49.1,0.91,117.11,643,44269587,21537,1402000,20.0,4.94,2.31,14,6179.12,0.53
Ukraine,UKR,UKR,Europe & Central Asia,Lower middle income,Eastern Europe,2.6,4.5,3.7,3.5,Medium,66712,4.1,,,,6.1,12.14400005,16.60899925,14.85200046,34.52199936,74.19000244,48.86899948,12.80325605,14.38824117,3.335489309,3095.173581,3.862732572,3.82E+11,10.61694408,,9030,11.75427647,3.836983174,20206988,127.753861,50001,14694000000,15.81241317,67.75290039,16.43468644,77.02966735,9.554217042,,44622516,0,0,,2620,69.352,86.51999664,82.19400024,96,97,94,68,66,,,10.8,,,,88,,,29.923,134986,16249,118737,,66.61,284207,100.38,100,100,100,100,100,80,60,60,20,80,80,80,20,60,40,60,60,40,-0.31,69.35,,19.0,4.96,0.97,0.97,0.75,0.00,3503.34,776.94,0.96,11.23,8.7,84,0.9,0.55,,0,0.28,25.00,0,600,0,800000,9028,6,119,3.5,-0.42,30,100.0,99.97,62.55,127.8,96.2,93.8,30.08,534.19,3095,43993643,7854842,14230000,20.0,5.33,2.52,37,3503.34,0.28
United Arab Emirates,ARE,ARE,Middle East & North Africa,High income: nonOECD,Western Asia,4.4,3.1,1.2,2.5,Low,455957,6.5,,,,16.3,0.009,1.695000052,0.932000011,40.24200058,94.52999878,58.06299973,31.40460882,24.31109924,1.726349343,43004.95336,0.207936371,7.27E+11,,,75440,,,6840893,208.5048332,200000,,14.60350937,84.31148965,1.085000985,135.6091101,33.42625819,,9630959,,,,1164,86.522,96.34799957,95.9940033,99,,,96,,,,8.69,,,,12,,,25.278,24345,,,24345,57.271,55158,46.19,100,100,100,100,100,100,80,60,100,100,100,100,100,100,100,100,100,100,1.82,86.52,,,5.13,0.01,0.00,0.87,,0.30,0.00,,,7.6,1,,,0.00,0,0.11,,188,0,0,0,7670,0,128,2.6,1.43,71,100.0,,98.45,208.5,98.6,98.0,23.94,2546.19,43005,9770526,95533069,,80.0,1.59,6.31,22,0.30,0.11
United Kingdom,GBR,GBR,Europe & Central Asia,High income: OECD,Northern Europe,3.2,3.5,1.2,2.4,Low,1242985,7.7,,,,3.9,0.586000025,1.430999994,12.99799958,27.21699905,92.07900238,71.35199738,39.5970259,47.54109831,1.38567357,42943.90227,0.729787206,3.02E+12,13.43053099,,45350,7.595373642,5.662447508,34541393,118.3651292,1303250,4389788199,17.67808207,63.92605226,18.39586567,274.8273922,16.314527,,66460344,,,15961,126720,83.398,89.11799622,81.25900269,99,99,99,98,99,92,,16.52,,,,28,,,28.117,188783,49569,138726,488,81.723,517200,112.46,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40,40,80,0.96,83.40,,,5.85,0.50,0.14,0.92,,-3.75,0.00,,0.15,4.3,9,0.3,,,473,0.12,33.20,70,4,0,0,171964,0,135,2.4,1.34,77,100.0,,94.90,118.4,99.1,100.0,28.06,4177.81,42491,67530161,165388610,37651000,40.0,6.08,4.81,34,-3.75,0.12
